Id. RCE,NAF,Raison sociale,Enseigne,Tranche effectif (INSEE),Effectif ACOSS (ou recueilli),Adresse principale,Code postal,Commune acheminement postal
1362998,7010Z,SOCIETE DES COMMERCES TOURISTIQUES,SCT,6 A 9 SALARIES,6,PLACE CENTRALE,74110,MORZINE
12404797,7010Z,FOTIA D M T,,3 A 5 SALARIES,3,125 ROUTE DE LYON,38080,ST ALBAN DE ROCHE
12806229,7010Z,PETARD,Aux enfants terribles,SANS SALARIE,0,LES ARCS 1800,73700,BOURG ST MAURICE
24282796,7010Z,L ALTI,L'ALTIPORT,SANS SALARIE,0,LES ARCS 1800,73700,BOURG ST MAURICE
21959079,7010Z,INVOX,,1 OU 2 SALARIES,0,62 RUE JEAN CLAUDE VIVANT,69100,VILLEURBANNE
30237453,7010Z,ESCAPE ONE,,SANS SALARIE,0,1174 AVENUE JEAN JAURES,38140,RIVES SUR FURE
5764732,7010Z,ENTR AIDE AUX ISOLES,,1 OU 2 SALARIES,1,9 RUE PASTEUR,69160,TASSIN LA DEMI LUNE
29772379,7010Z,RIGAUDIERE CONSTRUCTIONS,,SANS SALARIE,0,LES PRADES,15140,ST MARTIN VALMEROUX
25441019,7010Z,ROCHARD ET ASSOCIES,,6 A 9 SALARIES,6,ZONE ARTISANALE DE NOLHAC,43350,ST PAULIEN
18352613,7010Z,SOCIETE DE TRAVAUX DU BATIMENT,STB,SANS SALARIE,0,ROUTE DE MIRMANDE,26400,GRANE
25794639,7010Z,MACARON,,6 A 9 SALARIES,6,588 ROUTE DES DRONIERES,74350,CRUSEILLES
29243332,7010Z,SELMAN LAFAYETTE,,SANS SALARIE,2,284 LAFAYETTE,69003,LYON
32590237,7010Z,REDMONDB,,SANS SALARIE,0,73 RUE MASSENA,69006,LYON
29534990,7010Z,SERVICES ET RESTAURATION DES ARCS,LE CHALET DES VILLARDS,,0,LES ARCS 1800,73700,BOURG ST MAURICE
29328215,7010Z,NOTRE REFUGE,,SANS SALARIE,0,LE PUITS,73610,LEPIN LE LAC
31106443,7010Z,MS AUTOMOBILES,,SANS SALARIE,0,45 AVENUE JEAN JAURES,69600,OULLINS
16754586,7010Z,AUCTION GALLERY,AUCTION GALLERY,SANS SALARIE,0,49 RUE JUIVERIE,73000,CHAMBERY
11690695,7010Z,SODELISE,,3 A 5 SALARIES,3,71 RUE CASSIOPEE,74650,CHAVANOD
26651759,7010Z,CHAMTYPEY,,3 A 5 SALARIES,3,76 AVENUE HENRY DUHAMEL,38410,CHAMROUSSE
27636483,7010Z,LES DELICATESSENS,kiosque a pizza,SANS SALARIE,0,4 RUE DU PUECH,15250,CRANDELLES
5391850,7010Z,CHAPUIS MECANIQUE,,SANS SALARIE,0,16 RUE DES HORLOGERS,74950,SCIONZIER
24713924,7010Z,DISTRIB-SHEMSY,,SANS SALARIE,0,5 RUE DU QUART D AMONT,74960,ANNECY
3802412,7010Z,SKIPPER DEVELOPPEMENT,,6 A 9 SALARIES,6,ROUTE DE BRUCHET,26250,LIVRON SUR DROME
24421557,7010Z,SUSHI PLEASE,,SANS SALARIE,0,72 COURS LIBERATION GAL DE GAULLE,38100,GRENOBLE
10363222,7010Z,PSB INDUSTRIES,,6 A 9 SALARIES,6,LD LA BOUVARDE,74370,EPAGNY METZ TESSY
5686811,7010Z,PARENTS ET AMIS DE PERSONNES HANDICAPE,ets SIEGE,20 A 49 SALARIES,20,127 RUE DU LARZAC,73000,CHAMBERY
18828842,7010Z,CENTRE TECHNIQUE AUTOMOBILE DU CENTRE,,SANS SALARIE,0,20 AV DE LA ZAC DE CHASSAGNE,69360,TERNAY
20193625,7010Z,EURL SIRIEIX RAPHAEL,,SANS SALARIE,0,LE BOURG,15380,ANGLARDS DE SALERS
26675034,7010Z,LAURFET PART DIEU,,3 A 5 SALARIES,3,2 RUE PREFLEURY,38320,EYBENS
25786447,7010Z,LA SCALA,LES TERRASSES D HELIOS,3 A 5 SALARIES,3,LES TERRASSES D HELIO,74300,ARACHES LA FRASSE
21832858,7010Z,LA BOUCHERIE DES HALLES,,,0,16 BOULEVARD AMELIE GEX,73100,AIX LES BAINS
22665063,7010Z,SN'BOIS,,3 A 5 SALARIES,3,LIEU DIT LES BOURNIERS,63550,PALLADUC
26643900,7010Z,YANIKE,,1 OU 2 SALARIES,1,5 PLACE BAPTISTE CURIAL,69500,BRON
28184403,7010Z,SNTB FOUQUEREAU,,1 OU 2 SALARIES,0,4 AVENUE SALVADOR ALLENDE,63200,RIOM
10355305,7010Z,AGENCE PILAT IMMOBILIER,AGENCE PILAT IMMOBILIER,3 A 5 SALARIES,3,7 RUE ANTOINE EYRAUD,42410,PELUSSIN
19779166,7010Z,R.G.E,,6 A 9 SALARIES,6,693 CHEMIN DES PREMINS,38300,ST SAVIN
31500848,7010Z,CO   CO SASU,,1 OU 2 SALARIES,0,1 ALLEE DU PARC,74300,CLUSES
11289611,7010Z,MU SARL,SOFT HAMMAM,SANS SALARIE,0,15 AV BERTHELOT,26000,VALENCE
26398635,7010Z,SOCIETE LYONNAISE DE TRACTIONS,SO.LY.TRAC,1 OU 2 SALARIES,0,12 ROUTE DE L EGLISE,38690,EYDOCHE
2759027,7010Z,MAXI ZOO FRANCE,MAXI ZOO FRANCE,50 A 99 SALARIES,50,80 RUE CONDORCET,38090,VAULX MILIEU
32496908,7010Z,S3N,,SANS SALARIE,0,6T CHEMIN DU CONTON,3700,BELLERIVE SUR ALLIER
4081245,7010Z,MAGIC TOUCH,CLAIR MOMENT INSTITUT PARFUMERIE LINGERI,SANS SALARIE,0,CHALET L EPILOBE,74260,LES GETS
2123879,7010Z,LVL MEDICAL GROUPE,LVL MEDICAL GROUPE,50 A 99 SALARIES,50,44 QUAI CHARLES DE GAULLE,69006,LYON
27854825,7010Z,SLM,,SANS SALARIE,0,336 ROUTE DE LA ROCHE SUR FORON,74800,LA CHAPELLE RAMBAUD
19963010,7010Z,MONTLOSIER RESTAURATION,,SANS SALARIE,0,33 RUE MONTLOSIER,63000,CLERMONT FERRAND
22929112,7010Z,LUSSONMODE,,SANS SALARIE,0,RUE DU COMMANDANT AUBREY,3300,CREUZIER LE VIEUX
22927137,7010Z,MONTSPORT,,SANS SALARIE,0,RUE DU COMMANDANT AUBREY,3300,CREUZIER LE VIEUX
27406095,7010Z,OLUMANA,,SANS SALARIE,0,CROZATIER,15100,ST GEORGES
22365215,7010Z,SUSHI ONE SARL,,SANS SALARIE,0,7 CHEMIN DU DODIN,69570,DARDILLY
1127505,7010Z,SA SPORTS ALPINS,SKI ALPINE CAFE,SANS SALARIE,0,7 PLACE EDMOND DESAILLOUD,74400,CHAMONIX MONT BLANC
21777210,7010Z,SARL S S BIEN ETRE,SARL S S BIEN ETRE / MJ,1 OU 2 SALARIES,1,LA FONDATION,63190,BORT L ETANG
24826754,7010Z,LE FORON DES SAVEURS,FDS,1 OU 2 SALARIES,1,180 RUE SOEUR J ANTIDETHOURET,74800,LA ROCHE SUR FORON
32246779,7010Z,H.L.O CITY,,SANS SALARIE,0,13 PLACE DES URSULES,42000,ST ETIENNE
24073352,7010Z,CENTRE ASSURFINANCE,,SANS SALARIE,0,85 CHEMIN DES LISTES,43200,ST MAURICE DE LIGNON
31740218,7010Z,XLPR,,SANS SALARIE,0,500 RUE CAMILLE DESMOULINS,69400,VILLEFRANCHE SUR SAONE
29843394,7010Z,LE COMPTOIR DE L OCEAN LYON 6EME,,SANS SALARIE,0,38 RUE CUVIER,69006,LYON
5669781,7010Z,SKF AEROSPACE FRANCE,,50 A 99 SALARIES,50,1 AVENUE MARC SEGUIN,26240,ST VALLIER
2926105,7010Z,BOURGEY MONTREUIL,,20 A 49 SALARIES,40,SAVOIE HEXAPOLE,73420,MERY
25301945,7010Z,SG COIFFURE,,1 OU 2 SALARIES,1,5 RUE DU GUILLOT,69290,ST GENIS LES OLLIERES
29289639,7010Z,SC RESTAURATION,SC RESTAURATION,SANS SALARIE,0,3 RUE DE L HOPITAL,74960,ANNECY
22790720,7010Z,ZOE,ROUGE CERISE,3 A 5 SALARIES,3,13 RUE SAINT EXUPERY,63170,PERIGNAT LES SARLIEVE
25383105,7010Z,AGENCE DES MONTS DU LYONNAIS II,,1 OU 2 SALARIES,1,12 AVENUE DE LA LIBERATION,69590,ST SYMPHORIEN SUR COISE
23984321,7010Z,ALGI,,100 A 199 SALARIES,100,RUE DES MARTINETS,69210,L ARBRESLE
28161015,7010Z,AU FEU DE BOIS,,SANS SALARIE,0,100 RUE SAINT ROCH,73500,VILLARODIN BOURGET
24885775,7010Z,LH2,,SANS SALARIE,0,125 RUE DU DOCTEUR PACCARD,74400,CHAMONIX MONT BLANC
19602399,7010Z,LH.,SWAROVSKI,3 A 5 SALARIES,3,125 RUE DU DOCTEUR PACCARD,74400,CHAMONIX MONT BLANC
28064447,7010Z,LH3,SWAROVSKI,SANS SALARIE,0,centre commercial auchan  epagny,74330,EPAGNY METZ TESSY
23626401,7010Z,SASU ROC ULM,SYLVAIN SAVOIE PAYSAGE,SANS SALARIE,0,16 BOULEVARD DU PORT AUX FILLES,73100,AIX LES BAINS
26565807,7010Z,SYOH,,3 A 5 SALARIES,3,6 PLACE JEAN JACQUES ROUSSEAU,74100,ANNEMASSE
21320175,7010Z,BJS,,SANS SALARIE,0,675 ROUTE DE LOVAGNY,74330,POISY
31003060,7010Z,GLOBAL BUSINESS SUPPORT SERVICES,,,500,264 RUE GARIBALDI,69003,LYON
29397742,7010Z,NH CITY LYON,,SANS SALARIE,0,12 ROND POINT DU COULOUVRIER,69410,CHAMPAGNE AU MONT D OR
23184800,7010Z,SAS MONTAGNO,,SANS SALARIE,0,1 RUE DU VIVARAIS,43290,ST BONNET LE FROID
25233533,7010Z,TIAG AND CO,,3 A 5 SALARIES,3,ROUTE DE GENAS,69330,PUSIGNAN
31310637,7010Z,BBM 86,,SANS SALARIE,0,55 ALLEE DE LA HALLE,42350,LA TALAUDIERE
10567156,7010Z,LE VERY,LE VERY 1650,3 A 5 SALARIES,3,97 RUE DE LA CIGROGNE,38500,VOIRON
31057711,7010Z,RESTO VAISE,,SANS SALARIE,0,11 PLACE DE LA FERRANDIERE,69003,LYON
21883612,7010Z,DEBARD,LA TRUFFE NOIRE,SANS SALARIE,0,407 CH DE BRAMAREL,26230,GRIGNAN
32632799,7010Z,TAXI PIZZA VIENNE,,SANS SALARIE,0,17 RUE DE BOURGOGNE,38200,VIENNE
25356651,7010Z,TAXIS LACOUR   VELON,,1 OU 2 SALARIES,1,185 GRANDE RUE,1560,ST JULIEN SUR REYSSOUZE
710034,7010Z,CHAPEL,CHAPEL HYDRAULIQUE,50 A 99 SALARIES,50,1157 GRAND CHEMIN ROYAL,38210,MORETTE
25346322,7010Z,NTC FOOD,QUICK,20 A 49 SALARIES,20,43 ROUTE DE MONTELIMAR,7200,AUBENAS
27213858,7010Z,ALIA AMBULANCES,,SANS SALARIE,0,45 BOULEVARD DES CANUTS,69004,LYON
22461663,7010Z,PRECEPTE INVEST,,1 OU 2 SALARIES,1,4 DOM DU NAN,69780,ST PIERRE DE CHANDIEU
20236437,7010Z,TAPEO CONFLUENCE,,SANS SALARIE,0,112 COURS CHARLEMAGNE,69002,LYON
4741863,7010Z,LOGISTIC NETWORKS,,6 A 9 SALARIES,0,169 RUE GARENNIERE,69440,MORNANT
20913491,7010Z,ESCATHI,RESTAURANT DE LA PLAGE,SANS SALARIE,0,11 IMPASSE DE LA COMBE,74200,THONON LES BAINS
28318059,7010Z,BEAUTY LOLA,,SANS SALARIE,0,170 CHEMIN DES ARTEROTS,1250,MONTAGNAT
26030624,7010Z,MARTIGNONI,,3 A 5 SALARIES,3,6681 ROUTE DU CHINAILLON,74450,LE GRAND BORNAND
25599237,7010Z,MY LYON PROPERTY,,SANS SALARIE,0,17 AVENUE GAMBETTA,69160,TASSIN LA DEMI LUNE
24440849,7010Z,YI SUSHI,,SANS SALARIE,0,29 RUE CUVIER,69006,LYON
28567277,7010Z,LITTLE POYPE,,SANS SALARIE,0,PLACE DE LA POYPE,69250,MONTANAY
11435802,7010Z,SWIXIM FRANCE,SWIXIM,SANS SALARIE,0,43 RUE CARNOT,74000,ANNECY
32275797,7010Z,AZUR AMBULANCES,,SANS SALARIE,0,3 AVENUE GABRIEL BONNICHON,3430,COSNE D ALLIER
25651542,7010Z,HESTIA,Boulangerie lupezza,6 A 9 SALARIES,6,1 RUE DU LAC,26700,PIERRELATTE
26927952,7010Z,TOLERIE SCHNEIDERLIN,,SANS SALARIE,0,1113 CHEMIN DES GRANDS MOULINS,69400,GLEIZE
30304737,7010Z,VACANCEOLE LES RIVES DU LAC,,SANS SALARIE,0,174 AVENUE CHRISTOPHE COLOMB,73800,FRANCIN
21564929,7010Z,ASSIST INFORMAT GLOBALE LOGISTIQUE ENT,A.I.G.L.E SA,SANS SALARIE,0,CHEMIN DU BUIS,38390,BOUVESSE QUIRIEU
30771332,7010Z,CTA ST EGREVE,,SANS SALARIE,0,RUE DES CORVEES,38660,LE TOUVET
12295565,7010Z,BRU,RESTAURANT BIEH,SANS SALARIE,0,25 RUE GUYNEMER,69002,LYON
24276428,7010Z,BALME DISTRIBUTION,,50 A 99 SALARIES,50,180 ALLEE DES NOYERES,74300,MAGLAND
32383400,7010Z,THE UNION JACK,,SANS SALARIE,0,3 RUE MICHEL RONDET,42000,ST ETIENNE
26037900,7010Z,ADIR,LE MAGIC,1 OU 2 SALARIES,0,42 BOULEVARD GAMBETTA,3200,VICHY
30177403,7010Z,ALLO CHAUFFEUR VINCENT,,SANS SALARIE,0,53 RUE FERDINAND GAUTHIER,69720,ST LAURENT DE MURE
23124439,7010Z,PROPR'ECO,,1 OU 2 SALARIES,1,410 COURS EMILE ZOLA,69100,VILLEURBANNE
12032065,7010Z,RHA,RHA CONSEIL,SANS SALARIE,0,129 CHEMIN DE MONTRAY,69110,STE FOY LES LYON
12025464,7010Z,DEVELOPPEMENT TECHNIQUES PLASTIQUES EN,,20 A 49 SALARIES,20,795 ZONE INDUSTRIELLE DE LA PLAINE,1580,IZERNORE
28693993,7010Z,GROUPE PATRIARCA,,SANS SALARIE,0,2 RUE GEORGES MELIES,69680,CHASSIEU
2319767,7010Z,ALLIBERT SANITAIRE,,20 A 49 SALARIES,0,140 RUE RENE RAMBAUD,38500,VOIRON
27605471,7010Z,LELIVA,,SANS SALARIE,0,304 CHEMIN DES URSULINES,74190,PASSY
27512071,7010Z,LA CANTINE,,1 OU 2 SALARIES,0,6 RUE COMTESSE,3100,MONTLUCON
22290990,7010Z,CREPERIE KREMOLANE,,1 OU 2 SALARIES,1,41 RUE PORCHERIE,38460,CREMIEU
26196816,7010Z,EURL CHASSIGNOLLE,,3 A 5 SALARIES,3,PLACE DE LA GARE,42720,POUILLY SOUS CHARLIEU
29114452,7010Z,APOTHEOMA,,SANS SALARIE,0,18 AVENUE DEBROUSSE,69005,LYON
1811174,7010Z,SARL VAL INTER,,SANS SALARIE,0,8 RUE CLAUDE DANZIGER,63100,CLERMONT FERRAND
15066046,7010Z,ECOLOISIRS,VELORAIL DE LA SIOULE,SANS SALARIE,0,64 ALLEE BERLIOZ,63430,PONT DU CHATEAU
4555591,7010Z,VERNOUX LOISIRS,,SANS SALARIE,0,RUE FERDINAND BUISSON,7240,VERNOUX EN VIVARAIS
2015725,7010Z,CAMILLE ALBANE,,SANS SALARIE,0,175 BOULEVARD GUSTAVE FLAUBERT,63000,CLERMONT FERRAND
25461747,7010Z,CHASEVE,,3 A 5 SALARIES,3,11 RUE DU GENERAL RABUSSON,3800,GANNAT
12842061,7010Z,VAL D'ISERE OUTDOOR,,SANS SALARIE,0,PLACE DU LAC,73320,TIGNES
10430125,7010Z,VAL D'ARLY LABELLEMONTAGNE,,SANS SALARIE,0,161 VOIE JEAN FRANCOIS CHAMPOLLION,73800,FRANCIN
24959679,7010Z,LE COMPTOIR DES SAVEURS,LE COMPTOIR DES SAVEURS,1 OU 2 SALARIES,1,CENTRE COMMERCIAL LE FORUM,26300,BOURG DE PEAGE
3204699,7010Z,OMERIN CABLES,,6 A 9 SALARIES,6,zone industrielle,63600,AMBERT
1752526,7010Z,ISIS OUTILLAGES,,3 A 5 SALARIES,3,19 CHEMIN SOUS LES SAULES,1700,NEYRON
4762920,7010Z,SELARL DE VETERINAIRES ALTILIVET,,1 OU 2 SALARIES,1,10 PLACE DU MARCHE,43260,ST JULIEN CHAPTEUIL
19138229,7010Z,DAUPHIBLANC FINANCE,DAUPHIBLANC FINANCE,6 A 9 SALARIES,6,ROUTE DE SABLONNIERES,38460,SOLEYMIEU
31417159,7010Z,O2,,SANS SALARIE,0,114 AVENUE THERMALE,3200,VICHY
13896147,7010Z,MELINES,TAPE A L'OEIL - MELINES,SANS SALARIE,0,ZAC DES BATERSES,1700,BEYNOST
1122710,7010Z,SOC DIFFUSION EQUIPE MENAGES,SDEM BUT,10 A 19 SALARIES,0,5 RUE DE L ISERE,38120,ST EGREVE
11415367,7010Z,MIGROS FRANCE,,50 A 99 SALARIES,50,283 LIEU DIT LES CRETS D,74160,ARCHAMPS
25795380,7010Z,LE FROMAGER DE MEYZIEU,GRAND FRAIS,3 A 5 SALARIES,3,2 BOULEVARD AMBROISE PARE,69330,MEYZIEU
26170801,7010Z,LE FROMAGER DE PUGET,GRAND FRAIS,SANS SALARIE,0,205 RUE DES FRERES LUMIERE,69970,CHAPONNAY
27355389,7010Z,COUDEKERQUE PRIMEUR,,SANS SALARIE,0,205 RUE DES FRERES LUMIERE,69970,CHAPONNAY
28131899,7010Z,LE FROMAGER DE MONDEVILLE,,SANS SALARIE,0,205 RUE DES FRERES LUMIERE,69970,CHAPONNAY
28131917,7010Z,LE POTAGER DE MONDEVILLE,,SANS SALARIE,0,205 RUE DES FRERES LUMIERE,69970,CHAPONNAY
27046832,7010Z,LE FROMAGER DE THONON,,SANS SALARIE,0,6 RUE AMEDEE DE FORAS,74200,THONON LES BAINS
28132332,7010Z,S   H,,3 A 5 SALARIES,0,11 RUE DENIS PAPIN,7200,AUBENAS
11648527,7010Z,MC DONALD S LYON RESTAURANTS,MC DONALD'S LYON RESTAURANTS,20 A 49 SALARIES,25,11 PLACE ANTONIN PONCET,69002,LYON
29300740,7010Z,BEAUTY AND NAILS,,SANS SALARIE,0,124 AVENUE JEAN JAURES,74800,LA ROCHE SUR FORON
30276933,7010Z,RESORT THERMAL DE CHATEL-GUYON - RTC,,SANS SALARIE,0,PARC THERMAL,63140,CHATEL GUYON
28758003,7010Z,COMPTOIR DE CAMPAGNE,,SANS SALARIE,5,2 ALLEE DES BOULEAUX,69330,JONAGE
19192249,7010Z,VIRGIN'STYLE,,3 A 5 SALARIES,3,CARREFOUR DU LAC,73100,AIX LES BAINS
724731,7010Z,ETABLISSEMENTS PIERRE BERNARD,ETS GREGOIRE / ETS MION,10 A 19 SALARIES,10,179 ROUTE DE TREVOUX,1390,ST ANDRE DE CORCY
27974017,7010Z,BSPI,,1 OU 2 SALARIES,0,13 PLACE PORTE DE LA BUISSE,38500,VOIRON
11302940,7010Z,GRAND HORIZON,,3 A 5 SALARIES,3,RUE DE LA LEYSSE,73000,CHAMBERY
31288217,7010Z,JUVAYA,Les ch�rubins de Val Parc,SANS SALARIE,0,15 RUE MASARYK,69009,LYON
10391115,7010Z,IFALPES,,6 A 9 SALARIES,6,42 CHEMIN DE LA PRAIRIE,74000,ANNECY
32791391,7010Z,GK,,SANS SALARIE,0,126 ROUTE DE VIENNE,69008,LYON
26770778,7010Z,4 W,COLUMBUS CAFE,SANS SALARIE,0,165 ROUTE NATIONALE 7,38150,SALAISE SUR SANNE
10449583,7010Z,VANDEVELDE INVEST,VANDEVELDE AVOCATS,6 A 9 SALARIES,6,149 BD DE LA BATAILLE DE STALINGRAD,69100,VILLEURBANNE
23044081,7010Z,WS FASHION,,SANS SALARIE,0,62 AVENUE DE L EUROPE,69140,RILLIEUX LA PAPE
12312845,7010Z,KALIPSE,CARRIER PERRISSIN-FABERT CHARPENTE,SANS SALARIE,0,4 AVENUE DES REGAINS,74600,ANNECY
13009598,7010Z,FRANCE CINTRAGE,FRANCE CINTRAGE,SANS SALARIE,0,9B CHEMIN DU VIEUX CHENE,38240,MEYLAN
32056453,7010Z,MIXA,,SANS SALARIE,0,2 RUE DES CAIRES,63140,CHATEL GUYON
15170163,7010Z,AMEUBLEMENT SAINT VINCENT ANNECY,,SANS SALARIE,0,28 CRS LAFAYETTE,69003,LYON
26589684,7010Z,MOJO BAR,,SANS SALARIE,0,RUE DU PASCIEU,73210,PEISEY NANCROIX
12367994,7010Z,D.N.S.L SERVICES,,6 A 9 SALARIES,0,35 CHEMIN DES AULNES,69570,DARDILLY
30430824,7010Z,NORTHBRIDGE SECURE SYSTEMS,,1 OU 2 SALARIES,0,10 ALLEE DE LA PIE VERTE,69340,FRANCHEVILLE
30226726,7010Z,COMAUVERGNE,,SANS SALARIE,0,3 AVENUE MARX DORMOY,3100,MONTLUCON
22370112,7010Z,STARSKI,,SANS SALARIE,0,IMP DE LA PIERRE A L ANE,73270,VILLARD SUR DORON
24231382,7010Z,TECHNOLOGIES GROUPAXIS FRANCE,,SANS SALARIE,0,505 de maisonneuve blvd west,99999,H3A 3C2 montreal
29233938,7010Z,LA BRASSERIE,,SANS SALARIE,0,34 RUE BOISROT DESSERVIERS,3310,NERIS LES BAINS
23116199,7010Z,TAYC,,SANS SALARIE,0,2 RUE PIERRE ARTHAUD,38000,GRENOBLE
30352826,7010Z,ANNAPURNA,,SANS SALARIE,0,4 RUE DU 4 SEPTEMBRE,7200,AUBENAS
30765739,7010Z,CHIMBORAZO,,SANS SALARIE,0,RUE DU 4 SEPTEMBRE,7200,AUBENAS
20273012,7010Z,TACHER LIONEL,PMU CITY LYON,3 A 5 SALARIES,3,15 RUE CONSTANTINE,69001,LYON
25677692,7010Z,ARMATURES TECHNIQUE ARDECHOISE,,SANS SALARIE,6,LA CHAUMETTE,7410,ARLEBOSC
29273604,7010Z,MY ULYSSE,,SANS SALARIE,0,12 ALLEE PAUL BESSON,26200,MONTELIMAR
25436742,7010Z,Sarl SOURZAC,LE GOUT DU PARADIS,6 A 9 SALARIES,6,5 RUE JUSTIN VIGIER,15300,MURAT
27295261,7010Z,L'AUTHENTIQUE,,SANS SALARIE,0,30 RUE DU 11 NOVEMBRE,42100,ST ETIENNE
23481658,7010Z,DUBIEN JEAN,,,0,17 RUE ANCIENNE DE LA GARE,42480,LA FOUILLOUSE
